,candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,entry_time,entry_batch,@mention
558,soros john podesta,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
559,sally yates,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
560,structured,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
561,caution scenes,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
562,kvue,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,22:40:40,0,0
563,sadly america,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22:40:38,0,0
564,sadly 750 rts,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:31,0,0
565,impeachment,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
566,school house rock,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
567,🤳anthony weiner,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:46,0,0
568,ag sessions,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
569,shame,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
570,con,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
571,con air,8,1,8,0,0,2,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
572,shitting,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:29,0,0
573,captain of air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
574,captain oveur co-captain,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
575,repeatedly,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,22:40:51,0,0
576,democrat,50,1,50,0,0,0,0,0,1,0,0,6,0,0,0,0,22:40:36,0,0
577,democrat 🐷anthony weiner,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:50,0,0
578,democrat poster boy anthony weiner,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
579,democrat anthony weiner,32,1,32,6,0,0,0,0,0,0,0,1,0,0,3,0,22:40:38,0,0
580,democrat progressive anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
581,democrat snowflake pedophiles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
582,democrat party,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
583,wypo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
584,wikileaks,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,3
585,canary islands,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
586,shabbat,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
587,jet blue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
588,designed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
589,whos flying air force one,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:30,0,0
590,saudia arabia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
591,pervert,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
592,pervert sleaze,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:55,0,0
593,pervert alert anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,22:40:51,0,0
594,pervert striking,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
595,pervert anthony weiner,4,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,22:40:37,0,0
596,liberty,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
597,10 000 syrian,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
598,tmz,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,8
599,pelosi waters,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
600,syria,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
601,leavenworth,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
602,democracy dies,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
603,boom 2 mega stories,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,22:40:29,0,0
604,saw,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
605,saw air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
606,conair,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
607,knew,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
608,reaction on air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
609,dead ailes,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:52,0,0
610,federal,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
611,bernie,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
612,malcolm x,109,1,109,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
613,arabian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
614,obamaiscool,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
615,washex,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:54,0,0
616,act,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
617,1982 soviet,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:32,0,0
618,how's trump,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22:40:31,0,0
619,ping pong,4,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,22:40:37,0,0
620,truckin,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
621,wailing wall,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
622,wright bros,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
623,disgraced,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
624,disgraced rep. anthony weiner,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:50,0,0
625,disgraced democrat anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
626,disgraced ny politician anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
627,america&children,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:43,0,0
628,sec of labor alex acosta- trumps,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:45,0,0
629,9 days,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:32,0,0
630,appropriate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
631,appropriate gif,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
632,1000's of hillary,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,22:40:41,0,0
633,jerk head runs,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
634,joe biden,84,1,84,71,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
635,great,5,1,5,0,2,2,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
636,great beast,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
637,great cheeto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
638,tweet,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
639,cryin' anthony weiner,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:52,0,0
640,crush,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
641,alan dershowitz,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
642,son,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
643,rabbi,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
644,distraction,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,22:40:52,0,0
645,clintons,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
646,clintons set ups with abidene,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
647,clintons huma,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
648,ebola,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
649,u.s. in air force one,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
650,u.s. trumpless,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
651,actually,2,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,22:40:31,0,0
652,jody,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
653,flt,4,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
654,frogs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
655,gitmo,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:29,0,0
656,righting on the wall,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
657,crawling,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,22:40:30,0,0
658,4 ss 2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
659,4 ny mayor-cops,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,22:40:43,0,0
660,cool,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
661,cool of anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
662,yuge,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
663,john podesta,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,3
664,john travolta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
665,literally,2,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,22:40:29,0,0
666,beavis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
667,muslim,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
668,muslim brotherhood,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
669,louise,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
670,louise mensch,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,184
671,f bomber,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
672,lady gaga,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
673,mike,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
674,mike pence,29,1,29,0,0,0,0,0,0,0,28,0,0,0,0,0,22:40:33,0,0
675,italy,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22:40:33,0,0
676,gorka,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
677,poor human,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
678,celtics,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
679,npr,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,4
680,npr news anthony weiner pleads guilty,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
681,npr former u.s. rep. anthony weiner,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,22:40:55,0,0
682,npr anthony weiner pleads guilty,30,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
683,needed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
684,prosecutors former us rep. anthony weiner,2,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,22:40:42,0,0
685,25th,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:30,0,0
686,25th amendment,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:33,0,0
687,worlds partial landing gear,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
688,pageant,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
689,correction,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
690,correction anthony weiner,14,1,14,14,0,0,0,0,0,0,0,0,0,0,14,0,22:40:36,0,0
691,tropic thunder,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
692,moosolum,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
693,creeper anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
694,presidency,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
695,ex-secret service,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,22:40:40,0,0
696,ex-secret service officer,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:46,0,0
697,assuming air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
698,wh,58,1,58,0,28,58,0,0,0,0,0,0,0,0,0,0,22:40:29,0,1
699,wh a prison plane,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
700,translation presses,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
701,country,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
702,dnc,5,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,22:40:30,0,6
703,german,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
704,defecting with air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
705,hudson,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
706,scott,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
707,scott dworkin,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
708,scott baio,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22:40:33,0,0
709,scott baio of rnc,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
710,turn air force one,6,1,6,3,0,0,0,0,1,0,0,0,0,0,0,0,22:40:29,0,0
711,maggs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
712,downfall,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
713,january 20th,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,22:40:35,0,0
714,sanford,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
715,flyknit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
716,pretty,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
717,bloodsport,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
718,sexting,16,1,16,0,0,1,1,0,0,0,1,9,16,0,0,0,22:40:37,0,0
719,sexting scandal ex-rep. anthony weiner,2,1,2,2,0,0,0,0,0,0,0,2,0,0,2,0,22:40:40,0,0
720,sexting a minor,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:39,0,0
721,sexting 15-year-old girl,6,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,22:40:41,0,0
722,sexting 15-year-old girl early,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:40,0,0
723,sexting 15-year-old girl anthony weiner,4,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,22:40:44,0,0
724,sexting teens,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:55,0,0
725,sexting with a minor,75,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
726,sexting with 15-year-old girl,5,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,22:40:52,0,0
727,sexting minor,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
728,band on the run,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
729,wkbw-tv,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:45,0,0
730,flightaware,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
731,nickelback,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
732,anthony,55,1,55,0,0,1,0,0,0,0,5,2,0,0,0,0,22:40:36,0,0
733,anthony signer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
734,anthony wiener,7,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
735,anthony weiners,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
736,anthony weiners laptop,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
737,anthony vase-of-daisies,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:37,0,0
738,anthony weiner's penis,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,22:40:46,0,0
739,anthony weiner's guilty plea,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,22:40:46,0,0
740,anthony fucking weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
741,anthony weiner�s,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:54,0,0
742,anthony weiner.that,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:43,0,0
743,"anthony weiner""why",2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,22:40:43,0,0
744,anthony weiner,7746,1,7746,2796,0,7,8,0,0,0,851,249,0,0,9,0,22:40:33,0,0
745,anthony weiner goat,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
746,anthony weiner democratic,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
747,anthony weiner in washington,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
748,anthony weiner surrenders,72,1,72,72,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
749,anthony weiner likely,2,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,22:40:51,0,0
750,anthony weiner actually,5,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,22:40:36,0,0
751,anthony weiner malcolm x bob beckel,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:54,0,0
752,anthony weiner bill clinton,170,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
753,anthony weiner france's marine le pen,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22:40:48,0,0
754,anthony weiner on the daily show,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
755,anthony weiner on the fox,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
756,anthony weiner roger ailes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
757,anthony weiner donny,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
758,anthony weiner chuck schumer,4,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,22:40:39,0,0
759,anthony weiner keep calm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
760,anthony weiner driver,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
761,anthony weiner 2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:38,0,0
762,anthony weiner dmed hrc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
763,anthony weiner washington post,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
764,anthony weiner pleads guilty,77,1,77,46,0,0,0,0,0,0,0,2,0,0,22,0,22:40:36,0,0
765,anthony weiner pleads guilty .note,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,22:40:52,0,0
766,anthony weiner cries,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:38,0,0
767,anthony weiner 20,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,22:40:37,0,0
768,anthony weiner spilled beans,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:37,0,0
769,anthony weiner 1,4,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,22:40:45,0,0
770,enjoy,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
771,surprised,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
772,surprised air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
773,dana,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
774,skating,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:36,0,0
775,holocaust,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
776,dummies,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
777,sean,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
778,sean hannity harry reid,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
779,sean spicer,8,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,4
780,sean spicer at the white house,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
781,sean spicer on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
782,naija,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
783,sos,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
784,ranchofarmahh- anthony weiner,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:53,0,0
785,hunger games,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
786,hunger games air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
787,nc,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
788,publish,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
789,wapo,23,1,23,0,1,1,1,0,0,0,0,0,0,0,0,0,22:40:29,0,0
790,the swamp,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,22:40:53,0,0
791,the new york review of books,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
792,the douche bag,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:51,0,0
793,tilda swindon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
794,communist,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
795,chief of staff huma,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
796,sex,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
797,sex offender,104,1,104,0,0,64,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
798,sex offender registry-i,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:41,0,0
799,sex slime,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
800,sex related crimes w,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:51,0,0
801,ad skinner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
802,tell,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
803,nytimes,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,280
804,turmp,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
805,lbers,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
806,go,4,1,4,0,1,2,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
807,go with god,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
808,go 2,2,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,22:40:52,0,0
809,go giants,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
810,🙄ppl,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:43,0,0
811,ooj,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
812,congress,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
813,commander in chief,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
814,trump's rainbow tour,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:34,0,0
815,trump's air force one,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:29,0,0
816,trump's prime directive,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22:40:31,0,0
817,trump's on air force one,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:31,0,0
818,trumpkin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
819,gets jail,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
820,resistance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
821,instead,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
822,jack bauer on air,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
823,stewing,2,1,2,0,0,2,0,0,0,0,0,0,2,0,0,0,22:40:33,0,0
824,toby,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
825,alt.reality show,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
826,voyage of the damned,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
827,east-side-ho,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
828,ex-democratic u.s. rep. anthony weiner,2,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,22:40:47,0,0
829,1-2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
830,absolutely ri-dic-u-lous anthony weiner pleads guilty,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:52,0,0
